location_id,activity_date,revenue_amount
L020,2024-01-22,231.77
L140,2024-01-19,166.24
L046,2024-01-30,213.35
L005,2024-01-07,148.82
L193,2024-01-27,179.61
L102,2024-01-30,23.85
L042,2024-01-19,63.92
L100,2024-01-22,224.65
L085,2024-01-13,190.12
L036,2024-01-26,247.18
L186,2024-01-03,127.69
L089,2024-01-02,28.93
L060,2024-01-27,23.62
L155,2024-01-25,155.4
L153,2024-01-13,242.39
L084,2024-01-01,160.36
L116,2024-01-16,60.89
L142,2024-01-13,110.8
L175,2024-01-19,166.86
L022,2024-01-25,156.56
L064,2024-01-23,23.01
L069,2024-01-05,98.1
L163,2024-01-05,186.22
L082,2024-01-12,31.1
L002,2024-01-10,113.96
L195,2024-01-09,30.05
L023,2024-01-06,110.59
L143,2024-01-18,130.55
L027,2024-01-01,26.96
L142,2024-01-03,151.25
L084,2024-01-28,99.38
L075,2024-01-14,100.01
L022,2024-01-24,225.78
L063,2024-01-19,132.67
L176,2024-01-13,46.53
L069,2024-01-10,70.76
L038,2024-01-03,45.97
L071,2024-01-14,78.44
L020,2024-01-12,66.67
L064,2024-01-24,158.13
L153,2024-01-20,52.91
L028,2024-01-05,79.64
L102,2024-01-11,211.2
L098,2024-01-26,216.24
L113,2024-01-11,110.5
L167,2024-01-20,38.35
L083,2024-01-20,237.08
L052,2024-01-16,81.97
L102,2024-01-11,76.4
L178,2024-01-21,125.3
L148,2024-01-26,64.39
L097,2024-01-09,205.04
L101,2024-01-12,32.9
L145,2024-01-07,150.1
L140,2024-01-06,172.02
L141,2024-01-01,238.49
L119,2024-01-23,56.36
L075,2024-01-27,174.74
L105,2024-01-22,127.33
L163,2024-01-10,64.3
L169,2024-01-05,180.23
L097,2024-01-03,115.02
L154,2024-01-16,147.65
L137,2024-01-17,231.26
L178,2024-01-14,138.19
L093,2024-01-23,224.4
L138,2024-01-20,161.35
L022,2024-01-04,193.39
L169,2024-01-22,91.98
L166,2024-01-20,15.85
L166,2024-01-22,163.45
L193,2024-01-11,241.6
L111,2024-01-04,7.58
L067,2024-01-08,130.12
L133,2024-01-18,147.23
L148,2024-01-08,114.22
L101,2024-01-15,194.22
L151,2024-01-23,127.61
L089,2024-01-01,123.28
L076,2024-01-14,230.53
L022,2024-01-04,208.67
L187,2024-01-05,90.34
L088,2024-01-15,197.15
L134,2024-01-16,90.33
L025,2024-01-15,181.89
L116,2024-01-11,21.46
L012,2024-01-26,179.14
L006,2024-01-28,89.05
L028,2024-01-22,201.01
L190,2024-01-08,131.42
L142,2024-01-06,86.09
L110,2024-01-15,61.8
L104,2024-01-21,50.19
L164,2024-01-22,110.87
L008,2024-01-24,155.46
L051,2024-01-15,150.09
L100,2024-01-01,177.66
L053,2024-01-09,189.32
L017,2024-01-19,29.93
L138,2024-01-06,94.62
L051,2024-01-15,32.92
L172,2024-01-28,124.92
L164,2024-01-11,151.26
L157,2024-01-13,148.82
L090,2024-01-12,212.15
L159,2024-01-06,204.37
L181,2024-01-26,77.87
L158,2024-01-19,25.76
L035,2024-01-11,33.88
L079,2024-01-04,49.85
L178,2024-01-05,130.15
L108,2024-01-20,38.78
L099,2024-01-14,50.51
L163,2024-01-18,174.89
L166,2024-01-30,249.98
L143,2024-01-06,124.96
L036,2024-01-06,82.07
L116,2024-01-20,18.13
L092,2024-01-01,123.73
L050,2024-01-27,99.07
L144,2024-01-17,165.0
L105,2024-01-22,125.47
L182,2024-01-27,113.74
L043,2024-01-03,143.52
L195,2024-01-08,76.56
L071,2024-01-08,136.71
L044,2024-01-25,117.04
L191,2024-01-25,192.65
L141,2024-01-17,32.74
L030,2024-01-09,194.9
L094,2024-01-18,206.54
L011,2024-01-25,181.15
L140,2024-01-07,247.5
L027,2024-01-24,208.37
L193,2024-01-08,77.94
L009,2024-01-15,69.39
L023,2024-01-15,217.0
L031,2024-01-25,203.91
L054,2024-01-26,185.72
L177,2024-01-12,215.96
L157,2024-01-21,109.9
L158,2024-01-05,197.29
L053,2024-01-26,19.54
L090,2024-01-18,73.87
L138,2024-01-06,84.3
L181,2024-01-10,75.89
L069,2024-01-28,131.03
L174,2024-01-27,28.33
L193,2024-01-26,105.84
L016,2024-01-09,217.43
L033,2024-01-23,217.19
L064,2024-01-05,179.29
L064,2024-01-25,211.67
L101,2024-01-16,39.83
L162,2024-01-09,158.81
L097,2024-01-15,23.5
L197,2024-01-03,103.7
L192,2024-01-09,175.2
L095,2024-01-15,237.81
L084,2024-01-19,5.61
L199,2024-01-28,184.52
L188,2024-01-15,160.54
L179,2024-01-12,213.28
L137,2024-01-13,58.37
L110,2024-01-27,56.9
L069,2024-01-11,207.94
L087,2024-01-18,146.59
L145,2024-01-28,123.91
L088,2024-01-29,172.23
L013,2024-01-02,29.4
L118,2024-01-01,35.44
L041,2024-01-15,116.85
L110,2024-01-07,248.95
L034,2024-01-29,164.25
L041,2024-01-28,233.52
L071,2024-01-03,165.37
L065,2024-01-03,96.1
L167,2024-01-06,17.69
L161,2024-01-10,182.87
L194,2024-01-08,110.16
L024,2024-01-23,28.32
L055,2024-01-16,24.09
L152,2024-01-08,132.26
L114,2024-01-01,6.98
L088,2024-01-27,34.55
L109,2024-01-23,37.38
L019,2024-01-08,98.85
L188,2024-01-26,30.09
L081,2024-01-12,220.84
L036,2024-01-13,194.5
L193,2024-01-28,37.62
L174,2024-01-05,21.76
L145,2024-01-01,154.53
L043,2024-01-15,91.04
L055,2024-01-21,188.33
L106,2024-01-20,173.21
L056,2024-01-03,224.67
L036,2024-01-25,35.17
L187,2024-01-13,91.13
L110,2024-01-11,198.81
L064,2024-01-09,162.93
L064,2024-01-18,152.24
L185,2024-01-20,74.81
L177,2024-01-01,212.73
L169,2024-01-29,78.9
L133,2024-01-20,129.83
L192,2024-01-13,77.41
L014,2024-01-26,224.99
L062,2024-01-16,99.54
L062,2024-01-16,161.33
L019,2024-01-17,222.74
L004,2024-01-12,233.81
L034,2024-01-13,215.9
L146,2024-01-14,94.53
L175,2024-01-06,191.87
L198,2024-01-03,9.09
L018,2024-01-01,69.24
L011,2024-01-30,19.81
L102,2024-01-17,75.19
L183,2024-01-17,192.94
L109,2024-01-23,103.56
L164,2024-01-18,136.73
L040,2024-01-09,25.48
L021,2024-01-17,230.63
L040,2024-01-18,85.05
L151,2024-01-21,191.99
L167,2024-01-22,162.57
L080,2024-01-23,112.18
L062,2024-01-02,64.9
L112,2024-01-04,116.08
L156,2024-01-02,80.78
L190,2024-01-22,186.46
L031,2024-01-01,178.44
L180,2024-01-01,45.14
L089,2024-01-17,131.72
L185,2024-01-09,45.91
L033,2024-01-24,196.38
L069,2024-01-24,222.17
L198,2024-01-29,12.19
L110,2024-01-09,133.34
L068,2024-01-23,243.89
L161,2024-01-03,126.56
L131,2024-01-12,18.58
L146,2024-01-06,95.08
L066,2024-01-25,30.21
L147,2024-01-22,182.08
L059,2024-01-24,129.66
L012,2024-01-28,216.42
L063,2024-01-02,120.58
L099,2024-01-30,41.77
L010,2024-01-18,201.76
L183,2024-01-24,165.65
L058,2024-01-11,65.82
L185,2024-01-11,71.46
L020,2024-01-19,96.34
L129,2024-01-22,225.98
L046,2024-01-08,202.06
L012,2024-01-13,21.89
L120,2024-01-28,74.17
L080,2024-01-11,26.16
L117,2024-01-01,95.39
L075,2024-01-19,197.2
L190,2024-01-20,64.43
L095,2024-01-19,243.11
L198,2024-01-25,52.88
L140,2024-01-25,200.01
L039,2024-01-01,233.44
L007,2024-01-08,137.68
L163,2024-01-27,174.9
L003,2024-01-11,5.36
L169,2024-01-13,213.01
L187,2024-01-10,30.47
L136,2024-01-08,107.85
L016,2024-01-05,179.35
L024,2024-01-02,230.71
L134,2024-01-14,176.71
L096,2024-01-15,243.77
L022,2024-01-19,28.42
L035,2024-01-21,205.89
L020,2024-01-19,144.12
L112,2024-01-22,241.23
L061,2024-01-10,68.94
L081,2024-01-30,201.2
L180,2024-01-27,185.16
L082,2024-01-15,71.63
L020,2024-01-07,38.35
L198,2024-01-19,31.7
L028,2024-01-06,115.14
L081,2024-01-14,34.58
L092,2024-01-25,55.87
L079,2024-01-15,69.93
L031,2024-01-03,43.62
L176,2024-01-10,207.46
L179,2024-01-20,14.88
L084,2024-01-05,27.35
L064,2024-01-12,102.08
L013,2024-01-22,78.22
L045,2024-01-01,238.26
L116,2024-01-18,188.28
L064,2024-01-04,118.2
L036,2024-01-04,7.93
L200,2024-01-08,37.03
L103,2024-01-12,173.14
L166,2024-01-03,147.67
L067,2024-01-30,204.12
L006,2024-01-03,53.45
L166,2024-01-15,203.28
L024,2024-01-29,212.58
L085,2024-01-04,15.46
L119,2024-01-02,46.16
L147,2024-01-14,206.31
L102,2024-01-16,12.22
L175,2024-01-14,47.34
L055,2024-01-30,50.85
L072,2024-01-15,221.44
L009,2024-01-20,156.7
L063,2024-01-21,77.3
L106,2024-01-29,139.92
L016,2024-01-03,73.55
L036,2024-01-14,53.87
L135,2024-01-08,159.53
L140,2024-01-26,9.78
L098,2024-01-26,179.78
L123,2024-01-18,196.45
L089,2024-01-30,143.58
L083,2024-01-13,71.26
L007,2024-01-11,151.29
L008,2024-01-29,203.62
L072,2024-01-02,203.12
L121,2024-01-17,92.57
L150,2024-01-08,243.63
L026,2024-01-08,165.93
L069,2024-01-18,204.99
L189,2024-01-02,192.19
L057,2024-01-19,212.39
L100,2024-01-12,234.13
L045,2024-01-06,62.96
L082,2024-01-26,185.84
L092,2024-01-30,149.93
L181,2024-01-23,91.16
L146,2024-01-19,39.82
L049,2024-01-27,247.06
L127,2024-01-18,80.72
L126,2024-01-02,27.11
L060,2024-01-20,58.61
L135,2024-01-16,5.17
L158,2024-01-07,202.58
L088,2024-01-23,48.48
L083,2024-01-02,10.37
L151,2024-01-23,229.72
L199,2024-01-04,212.39
L094,2024-01-03,96.53
L170,2024-01-13,148.57
L087,2024-01-10,84.04
L041,2024-01-24,237.43
L164,2024-01-16,164.05
L045,2024-01-23,242.34
L178,2024-01-29,232.57
L092,2024-01-08,168.06
L045,2024-01-13,80.17
L177,2024-01-10,36.2
L187,2024-01-01,237.45
L147,2024-01-13,213.44
L198,2024-01-19,12.93
L155,2024-01-11,230.65
L157,2024-01-08,161.71
L027,2024-01-30,126.57
L085,2024-01-24,24.06
L089,2024-01-11,46.13
L023,2024-01-27,178.7
L164,2024-01-24,222.23
L115,2024-01-01,69.98
L064,2024-01-23,21.61
L066,2024-01-26,31.47
L001,2024-01-02,99.55
L188,2024-01-14,242.43
L106,2024-01-16,221.03
L090,2024-01-18,96.96
L123,2024-01-26,216.69
L167,2024-01-25,173.35
L042,2024-01-15,23.06
L009,2024-01-10,9.92
L067,2024-01-04,23.18
L044,2024-01-29,96.99
L188,2024-01-03,139.03
L024,2024-01-11,150.54
L158,2024-01-29,123.27
L008,2024-01-14,235.9
L043,2024-01-20,222.99
L041,2024-01-02,29.81
L053,2024-01-07,105.27
L142,2024-01-24,231.77
L139,2024-01-09,166.85
L077,2024-01-08,28.5
L101,2024-01-19,139.67
L126,2024-01-05,18.35
L001,2024-01-14,26.47
L170,2024-01-21,152.05
L052,2024-01-04,11.31
L044,2024-01-21,76.49
L021,2024-01-16,211.72
L079,2024-01-26,102.38
L126,2024-01-29,166.95
L024,2024-01-21,138.31
L048,2024-01-12,221.95
L095,2024-01-06,114.21
L068,2024-01-15,118.94
L058,2024-01-27,70.8
L016,2024-01-05,189.3
L171,2024-01-04,26.0
L089,2024-01-26,137.66
L194,2024-01-19,60.74
L016,2024-01-27,99.84
L134,2024-01-14,241.58
L176,2024-01-28,234.41
L147,2024-01-29,62.73
L077,2024-01-03,101.73
L183,2024-01-02,128.01
L133,2024-01-26,145.01
L159,2024-01-05,34.47
L194,2024-01-15,47.36
L043,2024-01-07,203.07
L033,2024-01-02,108.73
L175,2024-01-14,54.47
L161,2024-01-05,209.36
L067,2024-01-11,228.15
L018,2024-01-03,100.08
L102,2024-01-18,84.9
L071,2024-01-17,117.25
L004,2024-01-26,176.6
L151,2024-01-17,196.51
L029,2024-01-14,41.66
L146,2024-01-19,147.76
L026,2024-01-30,30.88
L200,2024-01-04,197.51
L138,2024-01-29,89.25
L106,2024-01-09,98.85
L125,2024-01-19,154.2
L010,2024-01-06,72.48
L037,2024-01-20,154.12
L178,2024-01-13,14.5
L085,2024-01-23,63.21
L191,2024-01-16,230.6
L096,2024-01-01,87.78
L078,2024-01-10,73.68
L126,2024-01-28,175.56
L026,2024-01-28,60.85
L077,2024-01-24,113.56
L083,2024-01-09,183.56
L155,2024-01-21,26.88
L114,2024-01-07,228.79
L105,2024-01-24,123.69
L133,2024-01-28,96.61
L015,2024-01-17,198.92
L017,2024-01-10,178.84
L104,2024-01-05,196.23
L135,2024-01-29,144.32
L045,2024-01-07,219.42
L052,2024-01-27,19.12
L009,2024-01-15,17.39
L093,2024-01-23,53.78
L095,2024-01-27,118.73
L102,2024-01-21,231.15
L175,2024-01-01,64.27
L126,2024-01-20,114.3
L122,2024-01-19,140.08
L089,2024-01-06,210.23
L067,2024-01-24,208.56
L024,2024-01-10,11.73
L013,2024-01-06,214.19
L200,2024-01-07,214.99
L166,2024-01-08,171.04
L069,2024-01-21,105.33
L006,2024-01-28,196.17
L197,2024-01-22,7.18
L034,2024-01-21,47.43
L003,2024-01-08,66.84
L079,2024-01-23,241.92
L165,2024-01-09,108.83
L097,2024-01-28,90.43
L065,2024-01-07,119.34
L174,2024-01-17,206.96
L102,2024-01-19,30.07
L131,2024-01-22,241.79
L096,2024-01-18,163.6
L156,2024-01-10,78.13
L028,2024-01-16,20.64
L071,2024-01-21,84.66
L071,2024-01-09,165.75
L167,2024-01-10,51.15
L133,2024-01-25,63.87
L015,2024-01-26,215.04
L154,2024-01-13,166.83
L175,2024-01-05,181.71
L168,2024-01-16,249.38
L067,2024-01-30,107.55
L100,2024-01-24,13.65
L182,2024-01-19,204.92
L088,2024-01-24,179.78
L176,2024-01-18,161.39
L122,2024-01-30,235.46
L092,2024-01-17,78.55
L044,2024-01-27,166.12
L143,2024-01-06,76.98
L121,2024-01-05,186.53
L186,2024-01-26,141.96
L047,2024-01-22,225.4
L168,2024-01-03,59.45
L058,2024-01-24,218.5
L108,2024-01-26,222.28
L096,2024-01-09,148.46
L119,2024-01-28,33.86
L014,2024-01-28,160.43
L149,2024-01-20,22.45
L050,2024-01-17,34.35
L175,2024-01-13,134.81
L106,2024-01-02,218.36
L039,2024-01-05,248.13
L088,2024-01-14,246.86
L118,2024-01-05,82.51
L184,2024-01-06,195.84
L125,2024-01-11,159.6
L046,2024-01-11,160.45
L002,2024-01-15,72.01
L195,2024-01-25,46.31
L196,2024-01-06,124.95
L196,2024-01-25,26.57
L158,2024-01-14,160.2
L104,2024-01-14,241.51
L099,2024-01-01,14.24
L052,2024-01-24,96.41
L004,2024-01-29,83.94
L136,2024-01-07,9.39
L002,2024-01-21,184.73
L058,2024-01-23,219.86
L080,2024-01-05,30.16
L129,2024-01-19,80.0
L017,2024-01-27,16.2
L075,2024-01-15,183.32
L153,2024-01-17,87.77
L176,2024-01-05,88.97
L126,2024-01-12,188.78
L043,2024-01-30,229.96
L104,2024-01-01,60.96
L187,2024-01-05,56.74
L006,2024-01-19,128.64
L032,2024-01-12,179.22
L010,2024-01-13,219.75
L066,2024-01-25,136.01
L013,2024-01-20,248.7
L170,2024-01-04,165.12
L006,2024-01-02,173.99
L107,2024-01-15,98.16
L141,2024-01-09,121.23
L040,2024-01-07,175.32
L162,2024-01-01,78.77
L170,2024-01-04,167.31
L070,2024-01-20,153.38
L036,2024-01-14,208.51
L027,2024-01-17,181.1
L031,2024-01-10,32.93
L028,2024-01-16,53.67
L052,2024-01-25,69.43
L134,2024-01-07,92.69
L105,2024-01-10,44.29
L141,2024-01-16,228.04
L177,2024-01-30,122.76
L061,2024-01-01,8.12
L023,2024-01-30,32.06
L147,2024-01-22,126.06
L024,2024-01-25,130.37
L186,2024-01-24,29.82
L066,2024-01-21,61.63
L076,2024-01-09,118.75
L026,2024-01-27,47.8
L011,2024-01-28,76.19
L174,2024-01-11,109.37
L030,2024-01-04,213.56
L012,2024-01-01,213.74
L170,2024-01-21,46.78
L092,2024-01-29,112.24
L160,2024-01-09,220.23
L024,2024-01-12,204.67
L047,2024-01-04,103.19
L117,2024-01-09,209.75
L177,2024-01-28,122.17
L108,2024-01-21,222.1
L043,2024-01-04,37.47
L186,2024-01-02,245.48
L041,2024-01-04,106.93
L152,2024-01-16,201.55
L174,2024-01-15,49.41
L098,2024-01-25,92.86
L008,2024-01-28,172.69
L187,2024-01-29,37.01
L125,2024-01-04,222.46
L113,2024-01-02,20.52
L168,2024-01-11,8.03
L174,2024-01-17,193.04
L148,2024-01-24,143.43
L172,2024-01-28,87.88
L134,2024-01-23,176.64
L025,2024-01-14,167.12
L064,2024-01-16,89.71
L174,2024-01-21,99.29
L143,2024-01-29,247.01
L014,2024-01-01,162.63
L041,2024-01-17,212.97
L127,2024-01-28,45.52
L193,2024-01-16,83.56
L085,2024-01-09,17.34
L058,2024-01-18,162.61
L104,2024-01-27,62.57
L118,2024-01-15,201.31
L115,2024-01-03,214.86
L115,2024-01-11,34.08
L128,2024-01-24,165.08
L027,2024-01-13,106.02
L143,2024-01-18,5.04
L024,2024-01-26,153.03
L159,2024-01-21,79.63
L131,2024-01-18,55.68
L172,2024-01-15,237.84
L094,2024-01-27,18.3
L058,2024-01-28,116.34
L144,2024-01-25,156.84
L122,2024-01-23,166.01
L184,2024-01-15,32.94
L195,2024-01-22,59.33
L088,2024-01-12,208.32
L075,2024-01-18,132.89
L180,2024-01-04,16.22
L043,2024-01-16,39.41
L184,2024-01-24,181.78
L028,2024-01-09,154.66
L049,2024-01-04,232.9
L101,2024-01-07,116.98
L049,2024-01-23,87.79
L194,2024-01-14,16.39
L163,2024-01-27,169.67
L032,2024-01-25,223.48
L118,2024-01-22,149.38
L130,2024-01-05,241.14
L002,2024-01-17,185.37
L142,2024-01-30,111.04
L150,2024-01-16,231.47
L200,2024-01-30,227.99
L178,2024-01-19,47.54
L033,2024-01-04,99.91
L154,2024-01-20,221.26
L130,2024-01-29,99.24
L156,2024-01-30,174.67
L064,2024-01-09,102.48
L088,2024-01-10,115.95
L035,2024-01-05,106.12
L180,2024-01-29,188.36
L077,2024-01-27,176.87
L081,2024-01-23,185.52
L142,2024-01-21,58.25
L054,2024-01-20,180.02
L176,2024-01-12,230.69
L034,2024-01-23,164.27
L046,2024-01-17,137.91
L164,2024-01-11,179.04
L195,2024-01-12,142.76
L150,2024-01-19,235.96
L182,2024-01-14,170.19
L137,2024-01-10,219.98
L109,2024-01-26,8.13
L028,2024-01-01,98.31
L014,2024-01-22,18.87
L069,2024-01-25,197.46
L074,2024-01-22,66.39
L016,2024-01-23,197.17
L053,2024-01-25,137.59
L092,2024-01-27,115.89
L158,2024-01-28,170.5
L144,2024-01-28,59.96
L166,2024-01-18,100.28
L131,2024-01-26,200.22
L179,2024-01-10,174.77
L013,2024-01-30,98.49
L107,2024-01-26,244.08
L081,2024-01-18,18.18
L191,2024-01-09,54.76
L200,2024-01-28,218.18
L058,2024-01-30,160.28
L182,2024-01-21,95.1
L151,2024-01-18,185.92
L051,2024-01-25,182.6
L050,2024-01-10,114.96
L175,2024-01-03,50.81
L045,2024-01-24,130.89
L097,2024-01-02,109.98
L143,2024-01-09,36.87
L150,2024-01-28,67.48
L085,2024-01-15,178.87
L040,2024-01-02,42.66
L083,2024-01-20,17.46
L161,2024-01-20,211.57
L078,2024-01-16,198.53
L141,2024-01-12,22.86
L182,2024-01-11,133.72
L048,2024-01-17,21.7
L130,2024-01-06,106.9
L138,2024-01-13,27.53
L057,2024-01-29,57.27
L085,2024-01-11,93.4
L056,2024-01-25,156.48
L122,2024-01-18,206.8
L167,2024-01-01,33.11
L089,2024-01-15,63.89
L165,2024-01-20,230.06
L063,2024-01-02,172.23
L083,2024-01-13,229.4
L030,2024-01-13,67.86
L186,2024-01-10,11.05
L133,2024-01-27,193.77
L132,2024-01-26,129.64
L125,2024-01-02,77.63
L167,2024-01-07,83.48
L022,2024-01-04,46.01
L198,2024-01-18,135.64
L161,2024-01-03,56.64
L162,2024-01-25,57.23
L176,2024-01-14,209.74
L053,2024-01-18,208.04
L190,2024-01-25,111.63
L019,2024-01-24,173.08
L007,2024-01-15,180.63
L010,2024-01-03,22.95
L046,2024-01-26,66.72
L019,2024-01-19,206.3
L067,2024-01-14,100.07
L162,2024-01-13,111.09
L005,2024-01-13,169.96
L137,2024-01-01,162.15
L159,2024-01-03,190.21
L150,2024-01-02,176.72
L019,2024-01-12,232.37
L028,2024-01-10,197.79
L078,2024-01-20,26.19
L196,2024-01-30,112.23
L102,2024-01-27,166.88
L122,2024-01-06,135.7
L035,2024-01-24,100.79
L140,2024-01-10,240.23
L037,2024-01-10,170.94
L187,2024-01-21,96.42
L003,2024-01-18,219.32
L037,2024-01-04,15.23
L147,2024-01-20,101.55
L141,2024-01-03,79.65
L192,2024-01-24,226.37
L089,2024-01-07,106.1
L166,2024-01-28,130.58
L042,2024-01-06,59.09
L065,2024-01-07,33.08
L172,2024-01-26,143.99
L014,2024-01-28,189.01
L141,2024-01-15,162.95
L019,2024-01-10,169.56
L065,2024-01-04,53.37
L149,2024-01-16,238.13
L092,2024-01-05,169.47
L061,2024-01-04,74.86
L018,2024-01-29,52.41
L125,2024-01-15,85.44
L169,2024-01-10,174.9
L040,2024-01-19,143.88
L081,2024-01-14,46.32
L081,2024-01-08,197.49
L183,2024-01-24,162.01
L071,2024-01-27,93.07
L174,2024-01-24,86.23
L123,2024-01-15,114.11
L199,2024-01-10,124.31
L028,2024-01-06,163.16
L021,2024-01-27,73.75
L036,2024-01-29,136.96
L068,2024-01-24,222.15
L020,2024-01-24,23.47
L005,2024-01-28,129.26
L008,2024-01-27,147.56
L104,2024-01-25,149.56
L010,2024-01-18,68.85
L139,2024-01-16,165.21
L039,2024-01-12,101.16
L198,2024-01-19,184.64
L075,2024-01-05,118.85
L131,2024-01-03,102.21
L129,2024-01-01,167.36
L158,2024-01-22,45.63
L132,2024-01-05,114.32
L046,2024-01-19,237.43
L169,2024-01-28,242.1
L189,2024-01-24,123.46
L092,2024-01-02,58.61
L125,2024-01-08,20.4
L095,2024-01-08,15.49
L053,2024-01-17,227.39
L093,2024-01-13,120.07
L117,2024-01-29,16.38
L167,2024-01-11,30.29
L134,2024-01-21,208.26
L190,2024-01-09,146.76
L146,2024-01-06,97.28
L097,2024-01-12,148.98
L020,2024-01-17,66.64
L058,2024-01-17,104.43
L089,2024-01-16,199.2
L155,2024-01-01,127.95
L036,2024-01-15,45.57
L020,2024-01-17,162.65
L055,2024-01-05,50.79
L093,2024-01-20,180.74
L031,2024-01-22,61.43
L085,2024-01-24,32.77
L173,2024-01-16,122.36
L152,2024-01-06,163.58
L106,2024-01-01,64.7
L033,2024-01-19,150.13
L035,2024-01-21,130.6
L147,2024-01-05,18.7
L067,2024-01-30,49.11
L104,2024-01-20,242.46
L164,2024-01-01,220.23
L187,2024-01-22,206.22
L022,2024-01-07,115.05
L121,2024-01-28,123.01
L057,2024-01-27,105.64
L037,2024-01-26,147.75
L197,2024-01-06,157.69
L131,2024-01-09,46.09
L176,2024-01-11,230.98
L153,2024-01-19,21.87
L097,2024-01-13,37.39
L005,2024-01-07,133.06
L130,2024-01-22,107.85
L039,2024-01-20,28.59
L122,2024-01-29,155.61
L010,2024-01-29,197.05
L129,2024-01-25,33.79
L124,2024-01-22,36.93
L155,2024-01-18,207.74
L199,2024-01-22,164.06
L134,2024-01-14,95.74
L012,2024-01-23,134.81
L059,2024-01-26,123.12
L197,2024-01-13,90.88
L190,2024-01-30,191.58
L179,2024-01-19,28.94
L035,2024-01-09,121.9
L060,2024-01-30,215.47
L073,2024-01-20,219.81
L105,2024-01-09,51.31
L182,2024-01-24,198.41
L148,2024-01-17,33.87
L002,2024-01-13,165.36
L177,2024-01-26,82.4
L093,2024-01-04,42.92
L167,2024-01-19,67.14
L138,2024-01-14,143.34
L157,2024-01-09,247.99
L102,2024-01-25,54.9
L142,2024-01-26,141.6
L046,2024-01-12,141.98
L124,2024-01-09,247.18
L148,2024-01-12,194.68
L102,2024-01-24,38.83
L169,2024-01-04,188.21
L115,2024-01-26,176.33
L042,2024-01-04,57.54
L103,2024-01-26,87.92
L141,2024-01-20,175.78
L181,2024-01-02,44.38
L163,2024-01-01,202.07
L038,2024-01-16,231.84
L112,2024-01-03,20.7
L057,2024-01-12,24.61
L010,2024-01-24,99.16
L103,2024-01-20,165.76
L074,2024-01-23,241.06
L015,2024-01-25,205.96
L164,2024-01-16,112.55
L052,2024-01-28,165.94
L133,2024-01-10,52.71
L154,2024-01-17,131.37
L060,2024-01-20,46.52
L010,2024-01-12,63.62
L001,2024-01-06,26.28
L071,2024-01-25,102.86
L172,2024-01-13,104.34
L052,2024-01-17,8.76
L181,2024-01-03,230.2
L141,2024-01-10,182.9
L144,2024-01-30,147.82
L089,2024-01-27,72.74
L156,2024-01-07,116.42
L104,2024-01-19,6.14
L045,2024-01-14,129.03
L144,2024-01-03,128.28
L088,2024-01-04,201.72
L066,2024-01-29,136.79
L148,2024-01-09,175.08
L097,2024-01-19,123.49
L063,2024-01-25,88.22
L199,2024-01-15,171.99
L151,2024-01-28,11.7
L030,2024-01-09,21.55
L163,2024-01-26,248.58
L174,2024-01-23,61.33
L081,2024-01-14,239.08
L133,2024-01-18,7.38
L068,2024-01-08,75.39
L103,2024-01-22,188.45
L088,2024-01-03,140.87
L046,2024-01-16,81.9
L056,2024-01-29,145.56
L047,2024-01-24,172.36
L049,2024-01-16,185.59
L061,2024-01-24,64.3
L068,2024-01-07,61.16
L064,2024-01-27,156.56
L040,2024-01-25,31.14
L021,2024-01-22,239.17
L127,2024-01-20,6.62
L139,2024-01-02,212.76
L096,2024-01-20,82.28
L148,2024-01-28,72.31
L047,2024-01-25,229.42
L072,2024-01-13,59.41
L148,2024-01-05,18.27
L109,2024-01-16,235.22
L009,2024-01-17,90.09
L176,2024-01-25,47.83
L031,2024-01-23,131.96
L081,2024-01-23,7.06
L173,2024-01-07,97.96
L026,2024-01-11,93.59
L067,2024-01-06,139.4
L061,2024-01-09,120.48
L157,2024-01-11,94.65
L128,2024-01-14,56.58
L180,2024-01-25,96.22
L103,2024-01-09,115.43
L147,2024-01-05,244.92
L176,2024-01-08,204.48
L185,2024-01-09,202.0
L143,2024-01-14,214.8
L051,2024-01-05,201.01
L190,2024-01-05,120.88
L003,2024-01-06,108.27
L035,2024-01-29,213.1
L133,2024-01-18,181.54
L125,2024-01-10,66.49
L146,2024-01-02,102.61
L177,2024-01-06,19.71
L066,2024-01-16,210.55
L025,2024-01-15,187.43
L067,2024-01-12,93.28
L143,2024-01-30,203.45
L089,2024-01-01,105.88
L090,2024-01-28,171.5
L156,2024-01-07,146.33
L167,2024-01-21,136.92
L200,2024-01-10,92.0
L173,2024-01-17,124.44
L189,2024-01-15,222.96
L098,2024-01-20,75.2
L162,2024-01-05,217.72
L164,2024-01-26,232.5
L108,2024-01-21,155.02
L104,2024-01-28,227.23
L021,2024-01-06,89.19
L081,2024-01-11,164.99
L182,2024-01-09,153.32
L102,2024-01-09,222.48
L200,2024-01-28,235.0
L192,2024-01-19,132.63
L116,2024-01-14,45.99
L006,2024-01-05,183.3
L170,2024-01-09,235.41
L180,2024-01-24,24.62
L043,2024-01-13,30.24
L017,2024-01-30,220.28
L141,2024-01-02,11.46
L102,2024-01-17,192.42
L022,2024-01-04,69.3
L040,2024-01-03,165.43
L100,2024-01-10,61.19
L189,2024-01-10,113.57
L033,2024-01-05,134.05
L044,2024-01-01,13.61
L092,2024-01-28,229.24
L122,2024-01-15,243.87
L139,2024-01-30,71.74
L114,2024-01-05,242.54
